52 32
  0 7711121003 10011000000000000000001000000011
  1 7711121021 01001001100000000000001000000000
  2 7712121028 00001000000000000010001000001000
  3 7713121022 00110001000000000100001000010010
  4 7713921003 00001000000000000000001000000000
  5 7713921009 00110100000010001000001000000000
  6 7713921036 00110101000000001000101100110000
  7 7812121006 00000000101001000000001000000000
  8 7812121007 01010010010010001100001000000000
  9 7812121017 00000000001000000010001000000000
 10 7812121020 01000010010001000010001000100000
 11 7812121028 00000000000001000010001000001000
 12 7812121031 00000000001001000010001000001000
 13 7813121031 01010000000000000100101000000010
 14 7813921002 00000101000100001000011110000000
 15 7813921007 00000001010000001010001010000000
 16 7813921011 00000000000000000100001000000000
 17 7813921032 00000001000100101000011010000000
 18 7813921034 00010000000000001100011010100000
 19 7813921037 00010001100100101000011000000001
 20 7912121001 01010011000001001010001100001100
 21 7912121016 00000000101001000010101000001000
 22 7912121020 00000000000001000100001000001000
 23 7912121021 01000010101011000100001100001010
 24 7912121022 01010011000001001010001100001100
 25 7913121001 00010000010100000100011000000010
 26 7913121004 00010000010100000100011000000010
 27 7913121005 00000101100000000000011010110001
 28 7913121007 00010000000100000000011000010010
 29 7913121012 00010000000010000100001010010000
 30 7913121013 00000000000110000100011000010000
 31 7913121014 00010000100100100000001000000000
 32 7913121015 01010000000000001000011000000000
 33 7913121016 00000010010100001100011000000001
 34 7913121018 00010000000100000000011000010010
 35 7913121020 01000110010100000100111000010000
 36 7913121023 00010000100110100000001000000010
 37 7913121028 00010000000000000100001001000100
 38 7913121030 00010000000110000000011000000010
 39 7913921008 00000000000110000000001000000010
 40 7913921010 00000000000110000000001000000010
 41 7913921011 00010001000110000100011110000000
 42 7913921014 01010010010010001000001000010000
 43 7913921017 00010110000010000100011010100010
 44 7913921018 01010000000010001000011000000000
 45 7913921026 00000010000110000000011000000010
 46 7913921028 00010000000110000000001001000010
 47 7913921034 00010010100000111001001000000001
 48 7913921035 00000100010100000100011000000010
 49 7913924011 00010100000100000100001001000010
 50 7913924014 00010100000100000100001001000010
 51 7913924033 00000110010100101000011010000000
